Time,L1,L2,L3,label
2024-06-06 06:04:00,1460.0,667.0,653.0,1
2024-06-06 06:05:00,2050.0,1410.0,1370.0,0
2024-06-06 06:06:00,1910.0,1270.0,1230.0,0
2024-06-06 06:07:00,1480.0,684.0,661.0,1
2024-06-06 06:08:00,1500.0,681.0,616.0,1
2024-06-06 06:09:00,1400.0,663.0,602.0,1
2024-06-06 06:10:00,1410.0,655.0,617.0,1
2024-06-06 06:11:00,1400.0,677.0,649.0,1
2024-06-06 06:12:00,1380.0,649.0,628.0,1
2024-06-06 06:13:00,904.0,0.211,-0.0165,1
2024-06-06 06:14:00,904.0,0.208,-0.0169,1
2024-06-06 06:15:00,907.0,0.225,-0.0198,1
2024-06-06 06:16:00,906.0,0.229,-0.00576,1
2024-06-06 06:17:00,897.0,0.279,0.0339,1
2024-06-06 06:18:00,891.0,0.301,0.0313,1
2024-06-06 06:19:00,880.0,0.331,0.0387,1
2024-06-06 06:20:00,1940.0,1310.0,1300.0,0
2024-06-06 06:21:00,1890.0,1260.0,1260.0,0
2024-06-06 06:22:00,1420.0,661.0,663.0,1
2024-06-06 06:23:00,1390.0,631.0,642.0,1
2024-06-06 06:24:00,1310.0,623.0,619.0,1
2024-06-06 06:25:00,1450.0,691.0,684.0,1
2024-06-06 06:26:00,887.0,0.269,0.0177,1
2024-06-06 06:27:00,879.0,0.293,0.0271,1
2024-06-06 06:28:00,888.0,0.271,0.0456,1
2024-06-06 06:29:00,904.0,0.236,0.0497,1
2024-06-06 06:30:00,901.0,0.259,0.0288,1
2024-06-06 06:31:00,899.0,0.266,0.0315,1
2024-06-06 06:32:00,900.0,0.26,0.0346,1
2024-06-06 06:33:00,1880.0,1290.0,1250.0,0
2024-06-06 06:34:00,1920.0,1270.0,1230.0,0
2024-06-06 06:35:00,1410.0,626.0,617.0,1
2024-06-06 06:36:00,1420.0,641.0,632.0,1
2024-06-06 06:37:00,1380.0,596.0,592.0,1
2024-06-06 06:38:00,1400.0,625.0,615.0,1
2024-06-06 06:39:00,1330.0,626.0,613.0,1
2024-06-06 06:40:00,1370.0,659.0,655.0,1
2024-06-06 06:41:00,896.0,0.291,0.0447,1
2024-06-06 06:42:00,895.0,0.28,0.0358,1
2024-06-06 06:43:00,894.0,0.252,0.03,1
2024-06-06 06:44:00,894.0,0.262,0.0365,1
2024-06-06 06:45:00,893.0,0.258,0.0425,1
2024-06-06 06:46:00,893.0,0.27,0.0397,1
2024-06-06 06:47:00,893.0,0.268,0.0423,1
2024-06-06 06:48:00,1940.0,1300.0,1270.0,0
2024-06-06 06:49:00,1900.0,1300.0,1260.0,0
2024-06-06 06:50:00,1410.0,690.0,672.0,1
2024-06-06 06:51:00,1370.0,671.0,653.0,1
2024-06-06 06:52:00,1370.0,649.0,638.0,1
2024-06-06 06:53:00,1370.0,637.0,631.0,1
2024-06-06 06:54:00,906.0,0.274,0.0361,1
2024-06-06 06:55:00,904.0,0.248,0.0389,1
2024-06-06 06:56:00,906.0,0.244,0.042,1
2024-06-06 06:57:00,904.0,0.235,0.0418,1
2024-06-06 06:58:00,892.0,0.222,0.0142,1
2024-06-06 06:59:00,896.0,0.263,0.0189,1
2024-06-06 07:00:00,903.0,0.268,0.023,1
2024-06-06 07:01:00,1990.0,1350.0,1310.0,0
2024-06-06 07:02:00,1900.0,1300.0,1260.0,0
2024-06-06 07:03:00,1400.0,694.0,684.0,1
2024-06-06 07:04:00,1450.0,674.0,668.0,1
2024-06-06 07:05:00,1450.0,673.0,661.0,1
2024-06-06 07:06:00,897.0,0.254,0.0322,1
2024-06-06 07:07:00,891.0,0.261,0.0237,1
2024-06-06 07:08:00,899.0,0.244,0.0266,1
2024-06-06 07:09:00,900.0,0.218,0.0423,1
2024-06-06 07:10:00,898.0,0.214,0.0186,1
2024-06-06 07:11:00,900.0,0.198,0.0327,1
2024-06-06 07:12:00,900.0,0.243,0.0316,1
2024-06-06 07:13:00,1910.0,1320.0,1300.0,0
2024-06-06 07:14:00,1900.0,1280.0,1270.0,0
2024-06-06 07:15:00,1500.0,717.0,696.0,1
2024-06-06 07:16:00,1480.0,698.0,676.0,1
2024-06-06 07:17:00,1490.0,707.0,685.0,1
2024-06-06 07:18:00,1440.0,651.0,620.0,1
2024-06-06 07:19:00,898.0,0.242,0.0381,1
2024-06-06 07:20:00,900.0,0.189,-0.255,1
2024-06-06 07:21:00,897.0,0.2,-0.259,1
2024-06-06 07:22:00,899.0,0.239,0.0414,1
2024-06-06 07:23:00,900.0,0.257,0.0474,1
2024-06-06 07:24:00,898.0,0.26,0.04,1
2024-06-06 07:25:00,903.0,0.258,0.0427,1
2024-06-06 07:26:00,1930.0,1260.0,1210.0,0
2024-06-06 07:27:00,2020.0,1330.0,1270.0,0
2024-06-06 07:28:00,1480.0,677.0,659.0,1
2024-06-06 07:29:00,1470.0,679.0,664.0,1
2024-06-06 07:30:00,904.0,0.257,0.0443,1
2024-06-06 07:31:00,908.0,0.248,-0.0529,1
2024-06-06 07:32:00,899.0,0.253,0.0424,1
2024-06-06 07:33:00,895.0,0.19,0.0437,1
2024-06-06 07:34:00,900.0,0.248,0.0347,1
2024-06-06 07:35:00,898.0,0.27,0.0391,1
2024-06-06 07:36:00,898.0,0.272,0.0414,1
2024-06-06 07:37:00,1970.0,1330.0,1230.0,0
2024-06-06 07:38:00,1830.0,1290.0,1220.0,0
2024-06-06 07:39:00,1480.0,712.0,666.0,1
2024-06-06 07:40:00,1370.0,674.0,637.0,1
2024-06-06 07:41:00,1350.0,662.0,608.0,1
2024-06-06 07:42:00,892.0,0.247,0.0149,1
2024-06-06 07:43:00,892.0,0.252,0.0183,1
2024-06-06 07:44:00,891.0,0.214,0.0106,1
2024-06-06 07:45:00,898.0,0.262,0.00915,1
2024-06-06 07:46:00,894.0,0.286,0.00602,1
2024-06-06 07:47:00,890.0,0.259,0.00673,1
2024-06-06 07:48:00,898.0,0.24,0.0123,1
2024-06-06 07:49:00,1970.0,1340.0,1260.0,0
2024-06-06 07:50:00,1840.0,1320.0,1280.0,0
2024-06-06 07:51:00,1420.0,690.0,643.0,1
2024-06-06 07:52:00,1390.0,689.0,651.0,1
2024-06-06 07:53:00,1390.0,703.0,658.0,1
2024-06-06 07:54:00,908.0,0.244,0.0138,1
2024-06-06 07:55:00,897.0,0.253,0.0102,1
2024-06-06 07:56:00,901.0,0.259,0.000469,1
2024-06-06 07:57:00,899.0,0.252,0.0127,1
2024-06-06 07:58:00,892.0,0.364,-0.235,1
2024-06-06 07:59:00,890.0,0.371,-0.222,1
2024-06-06 08:00:00,888.0,0.359,-0.22,1
2024-06-06 08:01:00,1970.0,1360.0,1300.0,0
2024-06-06 08:02:00,1970.0,1330.0,1250.0,0
2024-06-06 08:03:00,1390.0,686.0,646.0,1
2024-06-06 08:04:00,1470.0,720.0,646.0,1
2024-06-06 08:05:00,1470.0,721.0,663.0,1
2024-06-06 08:06:00,894.0,0.331,-0.227,1
2024-06-06 08:07:00,898.0,0.336,-0.218,1
2024-06-06 08:08:00,896.0,0.329,-0.22,1
2024-06-06 08:09:00,1340.0,716.0,711.0,1
2024-06-06 08:10:00,1770.0,1360.0,1350.0,0
2024-06-06 08:11:00,1760.0,1370.0,1350.0,0
2024-06-06 08:12:00,1760.0,1360.0,1350.0,0
2024-06-06 08:13:00,1770.0,1350.0,1320.0,0
2024-06-06 08:14:00,1760.0,1370.0,1350.0,0
2024-06-06 08:15:00,1740.0,1370.0,1360.0,0
2024-06-06 08:16:00,1730.0,1350.0,1340.0,0
2024-06-06 08:17:00,1740.0,1340.0,1330.0,0
2024-06-06 08:18:00,1740.0,1340.0,1320.0,0
2024-06-06 08:19:00,1730.0,1360.0,1340.0,0
2024-06-06 08:20:00,1710.0,1350.0,1310.0,0
2024-06-06 08:21:00,1730.0,1350.0,1320.0,0
2024-06-06 08:22:00,1740.0,1360.0,1330.0,0
2024-06-06 08:23:00,1750.0,1360.0,1330.0,0
2024-06-06 08:24:00,1120.0,683.0,671.0,1
2024-06-06 08:25:00,1130.0,687.0,676.0,1
2024-06-06 08:26:00,1130.0,686.0,675.0,1
2024-06-06 08:27:00,1350.0,1070.0,991.0,1
2024-06-06 08:28:00,1380.0,984.0,946.0,1
2024-06-06 08:29:00,1440.0,817.0,774.0,1
2024-06-06 08:30:00,2240.0,1730.0,1620.0,0
2024-06-06 08:31:00,2150.0,1620.0,1500.0,0
2024-06-06 08:32:00,2190.0,1460.0,1400.0,0
2024-06-06 08:33:00,2140.0,1450.0,1370.0,0
2024-06-06 08:34:00,2130.0,1410.0,1320.0,0
2024-06-06 08:35:00,2120.0,1410.0,1270.0,0
2024-06-06 08:36:00,2030.0,1350.0,1240.0,0
2024-06-06 08:37:00,2060.0,1290.0,1200.0,0
2024-06-06 08:38:00,1940.0,1280.0,1170.0,0
2024-06-06 08:39:00,2110.0,1370.0,1220.0,0
2024-06-06 08:40:00,2000.0,1250.0,1170.0,0
2024-06-06 08:41:00,1950.0,1270.0,1150.0,0
2024-06-06 08:42:00,1360.0,644.0,571.0,1
2024-06-06 08:43:00,1450.0,701.0,588.0,1
2024-06-06 08:44:00,1450.0,679.0,601.0,1
2024-06-06 08:45:00,1440.0,3640.0,3340.0,0
2024-06-06 08:46:00,1450.0,3620.0,3060.0,0
2024-06-06 08:47:00,1480.0,3720.0,3070.0,0
2024-06-06 08:48:00,1470.0,3710.0,3110.0,0
2024-06-06 08:49:00,1470.0,3720.0,3110.0,0
2024-06-06 08:50:00,1480.0,3680.0,3100.0,0
2024-06-06 08:51:00,1390.0,3670.0,3080.0,0
2024-06-06 08:52:00,1330.0,3540.0,3000.0,0
2024-06-06 08:53:00,757.0,3000.0,2560.0,0
2024-06-06 08:54:00,756.0,3010.0,2560.0,0
2024-06-06 08:55:00,1350.0,3680.0,3150.0,0
2024-06-06 08:56:00,1500.0,3670.0,3090.0,0
2024-06-06 08:57:00,828.0,3000.0,2560.0,0
2024-06-06 08:58:00,1240.0,3660.0,3090.0,0
2024-06-06 08:59:00,1230.0,3620.0,3090.0,0
2024-06-06 09:00:00,1310.0,3410.0,3080.0,0
2024-06-06 09:01:00,1270.0,1190.0,3060.0,0
2024-06-06 09:02:00,1240.0,3420.0,3040.0,0
2024-06-06 09:03:00,1330.0,2140.0,3030.0,0
2024-06-06 09:04:00,1360.0,1820.0,3410.0,0
2024-06-06 09:05:00,1210.0,1860.0,3350.0,0
2024-06-06 09:06:00,1330.0,1760.0,3060.0,0
2024-06-06 09:07:00,1360.0,1690.0,3070.0,0
2024-06-06 09:08:00,1290.0,1640.0,3050.0,0
2024-06-06 09:09:00,1320.0,1610.0,3110.0,0
2024-06-06 09:10:00,1360.0,1490.0,3180.0,0
2024-06-06 09:11:00,1340.0,1530.0,3210.0,0
2024-06-06 09:12:00,1250.0,1420.0,2070.0,0
2024-06-06 09:13:00,1290.0,1540.0,2560.0,0
2024-06-06 09:14:00,1290.0,1540.0,2780.0,0
2024-06-06 09:15:00,1390.0,1390.0,1850.0,0
2024-06-06 09:16:00,768.0,814.0,784.0,1
2024-06-06 09:17:00,777.0,837.0,1530.0,1
2024-06-06 09:18:00,770.0,748.0,1130.0,1
2024-06-06 09:19:00,751.0,686.0,1860.0,1
2024-06-06 09:20:00,768.0,823.0,1020.0,1
2024-06-06 09:21:00,771.0,763.0,782.0,1
2024-06-06 09:22:00,762.0,678.0,397.0,1
2024-06-06 09:23:00,1340.0,1390.0,1370.0,0
2024-06-06 09:24:00,1330.0,1510.0,2080.0,0
2024-06-06 09:25:00,1400.0,1500.0,1410.0,0
2024-06-06 09:26:00,1270.0,1360.0,1690.0,0
2024-06-06 09:27:00,1380.0,1500.0,1740.0,0
2024-06-06 09:28:00,1380.0,1440.0,1240.0,0
2024-06-06 09:29:00,1380.0,1330.0,1360.0,0
2024-06-06 09:30:00,1350.0,1370.0,1360.0,0
2024-06-06 09:31:00,1350.0,1360.0,1740.0,0
2024-06-06 09:32:00,551.0,814.0,1130.0,1
2024-06-06 09:33:00,541.0,685.0,2200.0,1
2024-06-06 09:34:00,543.0,743.0,759.0,1
2024-06-06 09:35:00,534.0,694.0,760.0,1
2024-06-06 09:36:00,546.0,596.0,1140.0,1
2024-06-06 09:37:00,964.0,620.0,1510.0,1
2024-06-06 09:38:00,543.0,619.0,23.9,1
2024-06-06 09:39:00,545.0,677.0,1310.0,1
2024-06-06 09:40:00,539.0,712.0,23.5,1
2024-06-06 09:41:00,550.0,643.0,394.0,1
2024-06-06 09:42:00,540.0,703.0,67.0,1
2024-06-06 09:43:00,550.0,643.0,1070.0,1
2024-06-06 09:44:00,545.0,700.0,1860.0,1
2024-06-06 09:45:00,545.0,734.0,754.0,1
2024-06-06 09:46:00,549.0,718.0,759.0,1
2024-06-06 09:47:00,549.0,713.0,459.0,1
2024-06-06 09:48:00,549.0,657.0,146.0,1
2024-06-06 09:49:00,542.0,643.0,721.0,1
2024-06-06 09:50:00,548.0,666.0,403.0,1
2024-06-06 09:51:00,547.0,670.0,765.0,1
2024-06-06 09:52:00,547.0,691.0,1520.0,1
2024-06-06 09:53:00,552.0,620.0,758.0,1
2024-06-06 09:54:00,538.0,655.0,768.0,1
2024-06-06 09:55:00,547.0,690.0,756.0,1
2024-06-06 09:56:00,547.0,693.0,1460.0,1
2024-06-06 09:57:00,543.0,698.0,1520.0,1
2024-06-06 09:58:00,549.0,724.0,2510.0,1
2024-06-06 09:59:00,543.0,878.0,1110.0,1
2024-06-06 10:00:00,541.0,806.0,1860.0,1
2024-06-06 10:01:00,523.0,970.0,1830.0,1
2024-06-06 10:02:00,518.0,973.0,847.0,1
2024-06-06 10:03:00,523.0,978.0,940.0,1
2024-06-06 10:04:00,523.0,912.0,900.0,1
2024-06-06 10:05:00,523.0,858.0,1080.0,1
2024-06-06 10:06:00,529.0,987.0,728.0,1
2024-06-06 10:07:00,949.0,963.0,24.1,1
2024-06-06 10:08:00,2030.0,2370.0,2030.0,0
2024-06-06 10:09:00,2280.0,2640.0,1850.0,0
2024-06-06 10:10:00,2380.0,2550.0,3060.0,0
2024-06-06 10:11:00,2250.0,2520.0,2360.0,0
2024-06-06 10:12:00,2270.0,2350.0,1540.0,0
2024-06-06 10:13:00,2260.0,2450.0,2370.0,0
2024-06-06 10:14:00,2290.0,2570.0,1940.0,0
2024-06-06 10:15:00,2240.0,2450.0,1870.0,0
2024-06-06 10:16:00,1510.0,1660.0,1330.0,0
2024-06-06 10:17:00,1610.0,1810.0,1710.0,0
2024-06-06 10:18:00,1590.0,1720.0,1680.0,0
2024-06-06 10:19:00,1580.0,1860.0,2750.0,0
2024-06-06 10:20:00,1510.0,1800.0,2710.0,0
2024-06-06 10:21:00,1590.0,1780.0,1690.0,0
2024-06-06 10:22:00,1550.0,1710.0,2010.0,0
2024-06-06 10:23:00,1600.0,1760.0,2040.0,0
2024-06-06 10:24:00,1480.0,1800.0,1700.0,0
2024-06-06 10:25:00,1580.0,1790.0,1640.0,0
2024-06-06 10:26:00,1600.0,1840.0,2060.0,0
2024-06-06 10:27:00,1590.0,1780.0,2270.0,0
2024-06-06 10:28:00,1650.0,1780.0,2430.0,0
2024-06-06 10:29:00,1580.0,1770.0,2390.0,0
2024-06-06 10:30:00,1590.0,1750.0,3110.0,0
2024-06-06 10:31:00,1580.0,1740.0,2660.0,0
2024-06-06 10:32:00,1490.0,1820.0,1500.0,0
2024-06-06 10:33:00,1510.0,1700.0,1030.0,0
2024-06-06 10:34:00,546.0,1250.0,766.0,1
2024-06-06 10:35:00,555.0,1100.0,1480.0,1
2024-06-06 10:36:00,547.0,1070.0,1140.0,1
2024-06-06 10:37:00,555.0,1170.0,756.0,1
2024-06-06 10:38:00,542.0,1080.0,1490.0,1
2024-06-06 10:39:00,564.0,1120.0,976.0,1
2024-06-06 10:40:00,556.0,1010.0,580.0,1
2024-06-06 10:41:00,549.0,1030.0,1830.0,1
2024-06-06 10:42:00,543.0,948.0,398.0,1
2024-06-06 10:43:00,542.0,1070.0,1310.0,1
2024-06-06 10:44:00,546.0,964.0,2220.0,1
2024-06-06 10:45:00,546.0,1050.0,1450.0,1
2024-06-06 10:46:00,548.0,1090.0,2040.0,1
2024-06-06 10:47:00,549.0,1120.0,1500.0,1
2024-06-06 10:48:00,891.0,1250.0,1720.0,1
2024-06-06 10:49:00,543.0,1090.0,1490.0,1
2024-06-06 10:50:00,551.0,948.0,1500.0,1
2024-06-06 10:51:00,549.0,829.0,728.0,1
2024-06-06 10:52:00,548.0,904.0,394.0,1
2024-06-06 10:53:00,539.0,1030.0,782.0,1
2024-06-06 10:54:00,547.0,1050.0,756.0,1
2024-06-06 10:55:00,544.0,951.0,23.8,1
2024-06-06 10:56:00,550.0,966.0,1140.0,1
2024-06-06 10:57:00,548.0,1050.0,397.0,1
2024-06-06 10:58:00,553.0,999.0,390.0,1
2024-06-06 10:59:00,552.0,1090.0,781.0,1
2024-06-06 11:00:00,549.0,954.0,770.0,1
2024-06-06 11:01:00,546.0,903.0,742.0,1
2024-06-06 11:02:00,546.0,933.0,774.0,1
2024-06-06 11:03:00,546.0,951.0,756.0,1
2024-06-06 11:04:00,553.0,915.0,2020.0,1
2024-06-06 11:05:00,551.0,885.0,1850.0,1
2024-06-06 11:06:00,555.0,1070.0,1110.0,1
2024-06-06 11:07:00,543.0,1050.0,2280.0,1
2024-06-06 11:08:00,538.0,989.0,2170.0,1
2024-06-06 11:09:00,545.0,989.0,1760.0,1
2024-06-06 11:10:00,540.0,956.0,1440.0,1
2024-06-06 11:11:00,537.0,903.0,1770.0,1
2024-06-06 11:12:00,549.0,903.0,1320.0,1
2024-06-06 11:13:00,542.0,953.0,1100.0,1
2024-06-06 11:14:00,547.0,1050.0,1110.0,1
2024-06-06 11:15:00,548.0,959.0,750.0,1
2024-06-06 11:16:00,989.0,1010.0,1070.0,1
2024-06-06 11:17:00,2550.0,2570.0,2100.0,0
2024-06-06 11:18:00,2460.0,2580.0,3060.0,0
2024-06-06 11:19:00,2550.0,2650.0,2080.0,0
2024-06-06 11:20:00,2380.0,2450.0,1320.0,0
2024-06-06 11:21:00,2400.0,3060.0,2800.0,0
2024-06-06 11:22:00,2340.0,2720.0,2020.0,0
2024-06-06 11:23:00,2360.0,2340.0,1660.0,0
2024-06-06 11:24:00,2340.0,2550.0,1660.0,0
2024-06-06 11:25:00,2370.0,2760.0,1960.0,0
2024-06-06 11:26:00,2340.0,2410.0,2000.0,0
2024-06-06 11:27:00,2340.0,3180.0,2320.0,0
2024-06-06 11:28:00,2270.0,2790.0,3040.0,0
2024-06-06 11:29:00,2310.0,2420.0,2360.0,0
2024-06-06 11:30:00,2230.0,2570.0,1550.0,0
2024-06-06 11:31:00,2290.0,2460.0,1580.0,0
2024-06-06 11:32:00,1590.0,1780.0,1560.0,0
2024-06-06 11:33:00,1600.0,1740.0,935.0,0
2024-06-06 11:34:00,1630.0,1800.0,979.0,0
2024-06-06 11:35:00,1630.0,1780.0,1300.0,0
2024-06-06 11:36:00,1600.0,1630.0,2010.0,0
2024-06-06 11:37:00,1610.0,1650.0,1690.0,0
2024-06-06 11:38:00,1630.0,1640.0,1410.0,0
2024-06-06 11:39:00,1610.0,1790.0,1340.0,0
2024-06-06 11:40:00,1630.0,1700.0,1590.0,0
2024-06-06 11:41:00,1620.0,1710.0,1320.0,0
2024-06-06 11:42:00,1610.0,1640.0,1590.0,0
2024-06-06 11:43:00,1620.0,1640.0,2730.0,0
2024-06-06 11:44:00,1610.0,1740.0,1680.0,0
2024-06-06 11:45:00,1600.0,1650.0,1320.0,0
2024-06-06 11:46:00,1580.0,1760.0,956.0,0
2024-06-06 11:47:00,1600.0,1700.0,2070.0,0
2024-06-06 11:48:00,539.0,1030.0,2140.0,1
2024-06-06 11:49:00,753.0,1010.0,1430.0,1
2024-06-06 11:50:00,752.0,1090.0,1280.0,1
2024-06-06 11:51:00,741.0,993.0,385.0,1
2024-06-06 11:52:00,1380.0,1700.0,1310.0,0
2024-06-06 11:53:00,1350.0,1710.0,1310.0,0
2024-06-06 11:54:00,1420.0,1820.0,2030.0,0
2024-06-06 11:55:00,1410.0,1680.0,1660.0,0
2024-06-06 11:56:00,1400.0,1670.0,972.0,0
2024-06-06 11:57:00,1370.0,1890.0,2010.0,0
2024-06-06 11:58:00,1430.0,1850.0,2350.0,0
2024-06-06 11:59:00,1430.0,1710.0,594.0,1
2024-06-06 12:00:00,1410.0,1580.0,1640.0,0
2024-06-06 12:01:00,1430.0,1610.0,941.0,0
2024-06-06 12:02:00,1420.0,1870.0,1300.0,0
2024-06-06 12:03:00,1420.0,1690.0,1640.0,0
2024-06-06 12:04:00,1410.0,1750.0,1260.0,0
2024-06-06 12:05:00,1430.0,1730.0,2020.0,0
2024-06-06 12:06:00,1420.0,1710.0,1340.0,0
2024-06-06 12:07:00,1400.0,1680.0,1340.0,0
2024-06-06 12:08:00,756.0,1000.0,1120.0,1
2024-06-06 12:09:00,747.0,819.0,378.0,1
2024-06-06 12:10:00,1810.0,2240.0,1380.0,0
2024-06-06 12:11:00,1820.0,2470.0,2010.0,0
2024-06-06 12:12:00,1760.0,2440.0,2610.0,0
2024-06-06 12:13:00,1820.0,2460.0,2330.0,0
2024-06-06 12:14:00,1840.0,2250.0,1270.0,0
2024-06-06 12:15:00,1800.0,2360.0,2610.0,0
2024-06-06 12:16:00,1830.0,2490.0,2650.0,0
2024-06-06 12:17:00,1810.0,2410.0,1980.0,0
2024-06-06 12:18:00,1800.0,2300.0,2310.0,0
2024-06-06 12:19:00,1830.0,2480.0,1950.0,0
2024-06-06 12:20:00,1800.0,2440.0,1950.0,0
2024-06-06 12:21:00,1810.0,2380.0,2330.0,0
2024-06-06 12:22:00,1780.0,2440.0,2330.0,0
2024-06-06 12:23:00,1820.0,2380.0,1600.0,0
2024-06-06 12:24:00,1770.0,2470.0,2700.0,0
2024-06-06 12:25:00,1830.0,2390.0,2010.0,0
2024-06-06 12:26:00,1820.0,2560.0,2390.0,0
2024-06-06 12:27:00,1800.0,2320.0,2730.0,0
2024-06-06 12:28:00,1170.0,1770.0,2760.0,0
2024-06-06 12:29:00,1190.0,1760.0,2400.0,0
2024-06-06 12:30:00,521.0,1130.0,1420.0,1
2024-06-06 12:31:00,528.0,1270.0,759.0,1
2024-06-06 12:32:00,530.0,986.0,1410.0,1
2024-06-06 12:33:00,1600.0,2240.0,1640.0,0
2024-06-06 12:34:00,1460.0,2020.0,1570.0,0
2024-06-06 12:35:00,1540.0,1980.0,1820.0,0
2024-06-06 12:36:00,1510.0,1830.0,2140.0,0
2024-06-06 12:37:00,1490.0,1960.0,2850.0,0
2024-06-06 12:38:00,1510.0,1980.0,2780.0,0
2024-06-06 12:39:00,1470.0,2060.0,1390.0,0
2024-06-06 12:40:00,1460.0,2010.0,1400.0,0
2024-06-06 12:41:00,1440.0,2060.0,1740.0,0
2024-06-06 12:42:00,1460.0,1910.0,1690.0,0
2024-06-06 12:43:00,1400.0,1850.0,1250.0,0
2024-06-06 12:44:00,1430.0,1840.0,2630.0,0
2024-06-06 12:45:00,1440.0,2050.0,1310.0,0
2024-06-06 12:46:00,1390.0,1940.0,2030.0,0
2024-06-06 12:47:00,1400.0,2010.0,2680.0,0
2024-06-06 12:48:00,1400.0,1980.0,1600.0,0
2024-06-06 12:49:00,1420.0,1990.0,1970.0,0
2024-06-06 12:50:00,1400.0,2180.0,1790.0,0
2024-06-06 12:51:00,1370.0,2010.0,1870.0,0
2024-06-06 12:52:00,1420.0,2020.0,2000.0,0
2024-06-06 12:53:00,1410.0,1910.0,1660.0,0
2024-06-06 12:54:00,1450.0,1870.0,2020.0,0
2024-06-06 12:55:00,1400.0,1900.0,1640.0,0
2024-06-06 12:56:00,1410.0,1860.0,1300.0,0
2024-06-06 12:57:00,1420.0,1950.0,1820.0,0
2024-06-06 12:58:00,1390.0,1820.0,1310.0,0
2024-06-06 12:59:00,1370.0,1970.0,1330.0,0
2024-06-06 13:00:00,1410.0,1810.0,1660.0,0
2024-06-06 13:01:00,1410.0,1730.0,2280.0,0
2024-06-06 13:02:00,1360.0,1830.0,2130.0,0
2024-06-06 13:03:00,1410.0,1940.0,2330.0,0
2024-06-06 13:04:00,1430.0,1980.0,2380.0,0
2024-06-06 13:05:00,1390.0,1930.0,1910.0,0
2024-06-06 13:06:00,1390.0,1680.0,1660.0,0
2024-06-06 13:07:00,1420.0,1820.0,1320.0,0
2024-06-06 13:08:00,1390.0,1860.0,2040.0,0
2024-06-06 13:09:00,1390.0,1860.0,2040.0,0
2024-06-06 13:10:00,1400.0,1730.0,2370.0,0
2024-06-06 13:11:00,532.0,1070.0,2530.0,1
2024-06-06 13:12:00,964.0,1000.0,1480.0,1
2024-06-06 13:13:00,2330.0,2520.0,2350.0,0
2024-06-06 13:14:00,2300.0,2350.0,2670.0,0
2024-06-06 13:15:00,2400.0,2530.0,3610.0,0
2024-06-06 13:16:00,2410.0,2590.0,3270.0,0
2024-06-06 13:17:00,2450.0,2520.0,2920.0,0
2024-06-06 13:18:00,2330.0,2480.0,2560.0,0
2024-06-06 13:19:00,1640.0,1760.0,1600.0,0
2024-06-06 13:20:00,1630.0,1790.0,2210.0,0
2024-06-06 13:21:00,1640.0,1780.0,2710.0,0
2024-06-06 13:22:00,1630.0,1890.0,1650.0,0
2024-06-06 13:23:00,1670.0,1770.0,935.0,0
2024-06-06 13:24:00,752.0,1040.0,1730.0,1
2024-06-06 13:25:00,542.0,981.0,1120.0,1
2024-06-06 13:26:00,969.0,949.0,736.0,1
2024-06-06 13:27:00,1570.0,1740.0,2720.0,0
2024-06-06 13:28:00,2360.0,2540.0,2040.0,0
2024-06-06 13:29:00,2440.0,2640.0,1530.0,0
2024-06-06 13:30:00,1670.0,1820.0,1070.0,0
2024-06-06 13:31:00,949.0,939.0,749.0,1
2024-06-06 13:32:00,962.0,1020.0,736.0,1
2024-06-06 13:33:00,967.0,1090.0,384.0,1
2024-06-06 13:34:00,949.0,1150.0,390.0,1
2024-06-06 13:35:00,941.0,1020.0,1780.0,1
2024-06-06 13:36:00,2240.0,2310.0,1700.0,0
2024-06-06 13:37:00,2340.0,2450.0,1380.0,0
2024-06-06 13:38:00,2420.0,2450.0,2750.0,0
2024-06-06 13:39:00,1660.0,1730.0,2410.0,0
2024-06-06 13:40:00,956.0,845.0,2130.0,1
2024-06-06 13:41:00,950.0,764.0,388.0,1
2024-06-06 13:42:00,938.0,1030.0,760.0,1
2024-06-06 13:43:00,955.0,1150.0,1800.0,1
2024-06-06 13:44:00,1580.0,1720.0,1310.0,0
2024-06-06 13:45:00,2410.0,2410.0,2130.0,0
2024-06-06 13:46:00,2430.0,2500.0,3400.0,0
2024-06-06 13:47:00,1680.0,1750.0,1750.0,0
2024-06-06 13:48:00,955.0,1050.0,2130.0,1
2024-06-06 13:49:00,956.0,1050.0,1510.0,1
2024-06-06 13:50:00,934.0,1010.0,1440.0,1
2024-06-06 13:51:00,926.0,957.0,2450.0,1
2024-06-06 13:52:00,929.0,1050.0,2160.0,1
2024-06-06 13:53:00,2320.0,2570.0,2570.0,0
2024-06-06 13:54:00,2410.0,2640.0,3180.0,0
2024-06-06 13:55:00,2410.0,2620.0,2610.0,0
2024-06-06 13:56:00,1700.0,1790.0,1660.0,0
2024-06-06 13:57:00,945.0,1160.0,752.0,1
2024-06-06 13:58:00,945.0,1010.0,1730.0,1
2024-06-06 13:59:00,917.0,1060.0,1080.0,1
2024-06-06 14:00:00,947.0,1130.0,365.0,1
2024-06-06 14:01:00,941.0,1090.0,1080.0,1
2024-06-06 14:02:00,2250.0,2430.0,1160.0,0
2024-06-06 14:03:00,2510.0,2610.0,2700.0,0
2024-06-06 14:04:00,1660.0,1820.0,1350.0,0
2024-06-06 14:05:00,1660.0,1780.0,1320.0,0
